Portfolio_ID,Date,Asset_Class,Target_Allocation,Current_Allocation,Min_Range,Max_Range,Monthly_Return,Volatility,Risk_Score,Market_Sentiment,Drift_Status,Recommended_Action,Target_User,What_They_Are_Looking_For,Why_They_Matter
PF022,2026-05-18,International Equity,18,10,13,23,-0.69,Medium,7,Bullish,Below Range,Buy 8%,Portfolio Managers,Rebalance recommendations,Primary decision-makers responsible for investment allocation and performance.
PF046,2026-05-19,International Equity,18,25,13,23,-1.91,Medium,5,Bearish,Above Range,Sell 7%,Investment Analysts,Portfolio analytics,Support investment teams using data-driven insights and analytics.
PF011,2026-05-20,US Equity,49,44,44,54,5.71,High,10,Bullish,Within Range,Hold,Risk Management Teams,Risk governance,Ensure portfolio exposure remains within approved risk thresholds.
PF031,2026-05-21,Commodities,6,9,1,11,-0.65,Medium,5,Bearish,Within Range,Hold,Portfolio Managers,Allocation visibility,Primary decision-makers responsible for investment allocation and performance.
PF027,2026-05-22,Commodities,6,11,1,11,-0.39,Medium,7,Bullish,Within Range,Hold,Investment Analysts,Clean structured data,Support investment teams using data-driven insights and analytics.
PF004,2026-05-23,International Equity,17,9,12,22,3.61,Medium,6,Bearish,Below Range,Buy 8%,Investment Analysts,Clean structured data,Support investment teams using data-driven insights and analytics.
PF023,2026-05-24,International Equity,10,18,5,15,6.67,Medium,7,Neutral,Above Range,Sell 8%,Investment Committees,Governance oversight,Approve investment strategies and oversee governance.
PF003,2026-05-25,US Equity,43,41,38,48,6.54,High,9,Bullish,Within Range,Hold,Investment Committees,Executive reporting,Approve investment strategies and oversee governance.
PF016,2026-05-26,Cash,8,9,3,13,0.21,Very Low,2,Bullish,Within Range,Hold,Portfolio Managers,Risk-adjusted return improvement,Primary decision-makers responsible for investment allocation and performance.
PF022,2026-05-27,Commodities,5,13,0,10,-0.46,Medium,6,Neutral,Above Range,Sell 8%,Portfolio Managers,Portfolio optimization,Primary decision-makers responsible for investment allocation and performance.
PF030,2026-05-28,Bonds,31,27,26,36,1.86,Low,3,Neutral,Within Range,Hold,Risk Management Teams,Risk governance,Ensure portfolio exposure remains within approved risk thresholds.
PF038,2026-05-29,US Equity,39,32,34,44,0.52,High,9,Bullish,Below Range,Buy 7%,Retail Investors,Investment guidance,Potential future users seeking simplified investment decision support.
PF046,2026-05-30,Cash,10,15,5,15,1.0,Very Low,2,Neutral,Within Range,Hold,Investment Analysts,Clean structured data,Support investment teams using data-driven insights and analytics.
PF037,2026-05-31,International Equity,17,10,12,22,3.96,Medium,7,Bullish,Below Range,Buy 7%,Pension Funds,Governance transparency,Manage institutional capital and long-term beneficiary obligations.
PF020,2026-06-01,Commodities,6,9,1,11,-0.97,Medium,5,Neutral,Within Range,Hold,Financial Researchers,Backtesting datasets,Improve portfolio models and validate investment methodologies.
PF025,2026-06-02,Commodities,12,15,7,17,-3.32,Medium,6,Bearish,Within Range,Hold,Regulators,Policy adherence,"Ensure compliance, governance, and financial transparency."
PF015,2026-06-03,International Equity,20,26,15,25,3.01,Medium,5,Neutral,Above Range,Sell 6%,Financial Researchers,Risk modeling,Improve portfolio models and validate investment methodologies.
PF040,2026-06-04,International Equity,17,11,12,22,5.39,Medium,7,Bullish,Below Range,Buy 6%,Pension Funds,Lower drawdowns,Manage institutional capital and long-term beneficiary obligations.
PF035,2026-06-05,Cash,0,0,0,5,0.66,Very Low,1,Bullish,Within Range,Hold,Regulators,Compliance monitoring,"Ensure compliance, governance, and financial transparency."
PF006,2026-06-06,Cash,7,0,2,12,0.34,Very Low,1,Bearish,Below Range,Buy 7%,Financial Researchers,Allocation experiments,Improve portfolio models and validate investment methodologies.
PF012,2026-06-07,US Equity,38,38,33,43,4.99,High,10,Bullish,Within Range,Hold,Portfolio Managers,Risk-adjusted return improvement,Primary decision-makers responsible for investment allocation and performance.
PF049,2026-06-08,US Equity,36,32,31,41,0.37,High,8,Bullish,Within Range,Hold,Risk Management Teams,Drift detection,Ensure portfolio exposure remains within approved risk thresholds.
PF027,2026-06-09,Cash,6,1,1,11,0.27,Very Low,2,Bullish,Within Range,Hold,Regulators,Compliance monitoring,"Ensure compliance, governance, and financial transparency."
PF010,2026-06-10,Bonds,28,23,23,33,-0.01,Low,4,Bearish,Within Range,Hold,Pension Funds,Lower drawdowns,Manage institutional capital and long-term beneficiary obligations.
PF018,2026-06-11,Commodities,13,19,8,18,-3.58,Medium,7,Bullish,Above Range,Sell 6%,Portfolio Managers,Portfolio optimization,Primary decision-makers responsible for investment allocation and performance.
PF047,2026-06-12,Cash,3,11,0,8,0.28,Very Low,1,Bearish,Above Range,Sell 8%,Pension Funds,Lower drawdowns,Manage institutional capital and long-term beneficiary obligations.
PF022,2026-06-13,Cash,8,10,3,13,0.88,Very Low,2,Bearish,Within Range,Hold,Risk Management Teams,Risk governance,Ensure portfolio exposure remains within approved risk thresholds.
PF035,2026-06-14,Bonds,30,22,25,35,1.44,Low,3,Bearish,Below Range,Buy 8%,Regulators,Risk reporting,"Ensure compliance, governance, and financial transparency."
PF030,2026-06-15,US Equity,37,32,32,42,-0.41,High,8,Neutral,Within Range,Hold,Portfolio Managers,Rebalance recommendations,Primary decision-makers responsible for investment allocation and performance.
PF015,2026-06-16,Commodities,5,5,0,10,2.81,Medium,5,Neutral,Within Range,Hold,Investment Committees,Strategic alignment,Approve investment strategies and oversee governance.
PF036,2026-06-17,International Equity,17,15,12,22,-4.91,Medium,6,Neutral,Within Range,Hold,Regulators,Transparency,"Ensure compliance, governance, and financial transparency."
PF001,2026-06-18,Bonds,22,18,17,27,0.04,Low,4,Bullish,Within Range,Hold,Investment Committees,Investment transparency,Approve investment strategies and oversee governance.
PF018,2026-06-19,International Equity,16,11,11,21,3.16,Medium,6,Bullish,Within Range,Hold,Risk Management Teams,Exposure monitoring,Ensure portfolio exposure remains within approved risk thresholds.
PF011,2026-06-20,International Equity,16,18,11,21,-4.02,Medium,7,Bullish,Within Range,Hold,Risk Management Teams,Drift detection,Ensure portfolio exposure remains within approved risk thresholds.
PF022,2026-06-21,Commodities,15,7,10,20,0.8,Medium,6,Bullish,Below Range,Buy 8%,Regulators,Transparency,"Ensure compliance, governance, and financial transparency."
PF045,2026-06-22,US Equity,45,51,40,50,4.93,High,8,Bullish,Above Range,Sell 6%,Financial Researchers,Allocation experiments,Improve portfolio models and validate investment methodologies.
PF015,2026-06-23,US Equity,39,44,34,44,-4.14,High,9,Bearish,Within Range,Hold,Pension Funds,Controlled volatility,Manage institutional capital and long-term beneficiary obligations.
PF007,2026-06-24,Cash,6,1,1,11,0.34,Very Low,1,Neutral,Within Range,Hold,Risk Management Teams,Exposure monitoring,Ensure portfolio exposure remains within approved risk thresholds.
PF009,2026-06-25,US Equity,37,45,32,42,-1.67,High,10,Bearish,Above Range,Sell 8%,Investment Analysts,Performance tracking,Support investment teams using data-driven insights and analytics.
PF020,2026-06-26,US Equity,36,44,31,41,7.48,High,10,Bullish,Above Range,Sell 8%,Investment Analysts,Clean structured data,Support investment teams using data-driven insights and analytics.
PF022,2026-06-27,Cash,8,4,3,13,0.06,Very Low,1,Bullish,Within Range,Hold,Risk Management Teams,Exposure monitoring,Ensure portfolio exposure remains within approved risk thresholds.
PF015,2026-06-28,Bonds,34,36,29,39,1.46,Low,4,Bearish,Within Range,Hold,Portfolio Managers,Portfolio optimization,Primary decision-makers responsible for investment allocation and performance.
PF001,2026-06-29,US Equity,42,41,37,47,1.25,High,9,Bullish,Within Range,Hold,Portfolio Managers,Risk-adjusted return improvement,Primary decision-makers responsible for investment allocation and performance.
PF015,2026-06-30,US Equity,46,47,41,51,0.73,High,8,Bullish,Within Range,Hold,Investment Committees,Strategic alignment,Approve investment strategies and oversee governance.
PF022,2026-07-01,Commodities,13,11,8,18,-3.79,Medium,5,Bullish,Within Range,Hold,Financial Researchers,Backtesting datasets,Improve portfolio models and validate investment methodologies.
PF035,2026-07-02,Bonds,34,31,29,39,2.76,Low,3,Bullish,Within Range,Hold,Risk Management Teams,Drift detection,Ensure portfolio exposure remains within approved risk thresholds.
PF009,2026-07-03,International Equity,16,15,11,21,6.05,Medium,5,Bullish,Within Range,Hold,Portfolio Managers,Risk-adjusted return improvement,Primary decision-makers responsible for investment allocation and performance.
PF046,2026-07-04,Cash,10,4,5,15,0.17,Very Low,2,Bearish,Below Range,Buy 6%,Investment Analysts,Volatility analysis,Support investment teams using data-driven insights and analytics.
PF014,2026-07-05,Commodities,12,16,7,17,2.38,Medium,5,Bearish,Within Range,Hold,Risk Management Teams,Compliance visibility,Ensure portfolio exposure remains within approved risk thresholds.
PF038,2026-07-06,Commodities,14,14,9,19,1.51,Medium,6,Neutral,Within Range,Hold,Retail Investors,Simple recommendations,Potential future users seeking simplified investment decision support.
PF015,2026-07-07,US Equity,49,54,44,54,0.32,High,9,Bullish,Within Range,Hold,Investment Analysts,Clean structured data,Support investment teams using data-driven insights and analytics.
PF003,2026-07-08,Commodities,6,14,1,11,1.47,Medium,5,Bullish,Above Range,Sell 8%,Pension Funds,Governance transparency,Manage institutional capital and long-term beneficiary obligations.
PF050,2026-07-09,Cash,5,5,0,10,0.3,Very Low,2,Bullish,Within Range,Hold,Investment Committees,Executive reporting,Approve investment strategies and oversee governance.
PF015,2026-07-10,Commodities,11,3,6,16,0.72,Medium,5,Neutral,Below Range,Buy 8%,Risk Management Teams,Compliance visibility,Ensure portfolio exposure remains within approved risk thresholds.
PF009,2026-07-11,Cash,5,3,0,10,0.43,Very Low,2,Neutral,Within Range,Hold,Portfolio Managers,Risk-adjusted return improvement,Primary decision-makers responsible for investment allocation and performance.
PF038,2026-07-12,Cash,10,13,5,15,0.34,Very Low,2,Neutral,Within Range,Hold,Investment Committees,Governance oversight,Approve investment strategies and oversee governance.
PF007,2026-07-13,US Equity,36,40,31,41,7.74,High,10,Bearish,Within Range,Hold,Risk Management Teams,Compliance visibility,Ensure portfolio exposure remains within approved risk thresholds.
PF014,2026-07-14,Commodities,6,3,1,11,-3.68,Medium,5,Bullish,Within Range,Hold,Financial Researchers,Allocation experiments,Improve portfolio models and validate investment methodologies.
PF031,2026-07-15,Bonds,22,30,17,27,-0.96,Low,4,Bullish,Above Range,Sell 8%,Investment Analysts,Clean structured data,Support investment teams using data-driven insights and analytics.
PF018,2026-07-16,US Equity,47,52,42,52,5.63,High,10,Bearish,Within Range,Hold,Risk Management Teams,Compliance visibility,Ensure portfolio exposure remains within approved risk thresholds.
PF042,2026-07-17,Bonds,24,23,19,29,1.1,Low,4,Bullish,Within Range,Hold,Pension Funds,Governance transparency,Manage institutional capital and long-term beneficiary obligations.
PF045,2026-07-18,International Equity,19,24,14,24,-2.01,Medium,6,Bullish,Within Range,Hold,Pension Funds,Controlled volatility,Manage institutional capital and long-term beneficiary obligations.
PF005,2026-07-19,US Equity,42,43,37,47,3.67,High,9,Neutral,Within Range,Hold,Pension Funds,Governance transparency,Manage institutional capital and long-term beneficiary obligations.
PF022,2026-07-20,US Equity,45,43,40,50,1.58,High,10,Neutral,Within Range,Hold,Regulators,Risk reporting,"Ensure compliance, governance, and financial transparency."
PF005,2026-07-21,International Equity,10,5,5,15,3.51,Medium,7,Bearish,Within Range,Hold,Regulators,Risk reporting,"Ensure compliance, governance, and financial transparency."
PF005,2026-07-22,US Equity,42,39,37,47,-2.78,High,9,Bullish,Within Range,Hold,Financial Researchers,Model-ready data,Improve portfolio models and validate investment methodologies.
PF045,2026-07-23,US Equity,43,41,38,48,4.29,High,8,Neutral,Within Range,Hold,Pension Funds,Controlled volatility,Manage institutional capital and long-term beneficiary obligations.
PF002,2026-07-24,Commodities,14,18,9,19,3.67,Medium,5,Bullish,Within Range,Hold,Portfolio Managers,Portfolio optimization,Primary decision-makers responsible for investment allocation and performance.
PF021,2026-07-25,US Equity,45,44,40,50,7.46,High,8,Bullish,Within Range,Hold,Financial Researchers,Backtesting datasets,Improve portfolio models and validate investment methodologies.
PF001,2026-07-26,Commodities,13,8,8,18,-1.68,Medium,6,Bullish,Within Range,Hold,Financial Researchers,Allocation experiments,Improve portfolio models and validate investment methodologies.
PF007,2026-07-27,International Equity,11,11,6,16,2.8,Medium,5,Bearish,Within Range,Hold,Investment Committees,Investment transparency,Approve investment strategies and oversee governance.
PF005,2026-07-28,Cash,5,9,0,10,0.68,Very Low,1,Neutral,Within Range,Hold,Retail Investors,Investment guidance,Potential future users seeking simplified investment decision support.
PF048,2026-07-29,Commodities,11,10,6,16,1.03,Medium,5,Bullish,Within Range,Hold,Investment Committees,Strategic alignment,Approve investment strategies and oversee governance.
PF048,2026-07-30,International Equity,12,19,7,17,-1.44,Medium,5,Bullish,Above Range,Sell 7%,Risk Management Teams,Compliance visibility,Ensure portfolio exposure remains within approved risk thresholds.
PF016,2026-07-31,Commodities,10,18,5,15,3.92,Medium,5,Neutral,Above Range,Sell 8%,Retail Investors,Risk awareness,Potential future users seeking simplified investment decision support.
PF013,2026-08-01,Bonds,27,31,22,32,1.09,Low,4,Bullish,Within Range,Hold,Regulators,Compliance monitoring,"Ensure compliance, governance, and financial transparency."
PF016,2026-08-02,US Equity,39,37,34,44,-1.93,High,9,Bearish,Within Range,Hold,Investment Analysts,Performance tracking,Support investment teams using data-driven insights and analytics.
PF011,2026-08-03,International Equity,14,20,9,19,6.61,Medium,6,Bearish,Above Range,Sell 6%,Financial Researchers,Risk modeling,Improve portfolio models and validate investment methodologies.
PF036,2026-08-04,International Equity,19,15,14,24,4.84,Medium,6,Bullish,Within Range,Hold,Investment Committees,Strategic alignment,Approve investment strategies and oversee governance.
PF010,2026-08-05,Bonds,32,33,27,37,0.5,Low,3,Neutral,Within Range,Hold,Regulators,Transparency,"Ensure compliance, governance, and financial transparency."
PF003,2026-08-06,Bonds,20,24,15,25,2.7,Low,4,Bearish,Within Range,Hold,Pension Funds,Controlled volatility,Manage institutional capital and long-term beneficiary obligations.
PF048,2026-08-07,US Equity,47,50,42,52,1.62,High,8,Neutral,Within Range,Hold,Financial Researchers,Risk modeling,Improve portfolio models and validate investment methodologies.
PF016,2026-08-08,Bonds,35,27,30,40,1.79,Low,4,Neutral,Below Range,Buy 8%,Investment Analysts,Volatility analysis,Support investment teams using data-driven insights and analytics.
PF033,2026-08-09,Cash,10,14,5,15,0.4,Very Low,1,Bearish,Within Range,Hold,Investment Committees,Governance oversight,Approve investment strategies and oversee governance.
PF011,2026-08-10,Cash,1,4,0,6,0.81,Very Low,2,Neutral,Within Range,Hold,Investment Committees,Executive reporting,Approve investment strategies and oversee governance.
PF032,2026-08-11,International Equity,16,21,11,21,2.85,Medium,5,Bullish,Within Range,Hold,Investment Analysts,Performance tracking,Support investment teams using data-driven insights and analytics.
PF006,2026-08-12,Bonds,34,32,29,39,-0.76,Low,3,Bearish,Within Range,Hold,Pension Funds,Lower drawdowns,Manage institutional capital and long-term beneficiary obligations.
PF018,2026-08-13,Commodities,6,8,1,11,-3.7,Medium,6,Bullish,Within Range,Hold,Portfolio Managers,Rebalance recommendations,Primary decision-makers responsible for investment allocation and performance.
PF024,2026-08-14,US Equity,36,40,31,41,2.84,High,9,Neutral,Within Range,Hold,Financial Researchers,Allocation experiments,Improve portfolio models and validate investment methodologies.
PF002,2026-08-15,Commodities,10,14,5,15,2.11,Medium,5,Bearish,Within Range,Hold,Financial Researchers,Model-ready data,Improve portfolio models and validate investment methodologies.
PF048,2026-08-16,Cash,7,14,2,12,0.51,Very Low,1,Bullish,Above Range,Sell 7%,Retail Investors,Portfolio insights,Potential future users seeking simplified investment decision support.
PF034,2026-08-17,Commodities,14,8,9,19,-0.52,Medium,7,Bearish,Below Range,Buy 6%,Risk Management Teams,Drift detection,Ensure portfolio exposure remains within approved risk thresholds.
PF014,2026-08-18,Cash,4,10,0,9,0.17,Very Low,2,Neutral,Above Range,Sell 6%,Risk Management Teams,Drift detection,Ensure portfolio exposure remains within approved risk thresholds.
PF043,2026-08-19,Bonds,23,25,18,28,2.61,Low,3,Neutral,Within Range,Hold,Regulators,Compliance monitoring,"Ensure compliance, governance, and financial transparency."
PF015,2026-08-20,Bonds,22,16,17,27,1.58,Low,4,Neutral,Below Range,Buy 6%,Financial Researchers,Model-ready data,Improve portfolio models and validate investment methodologies.
PF037,2026-08-21,Commodities,6,8,1,11,3.41,Medium,7,Bullish,Within Range,Hold,Retail Investors,Investment guidance,Potential future users seeking simplified investment decision support.
PF026,2026-08-22,US Equity,44,48,39,49,7.74,High,8,Neutral,Within Range,Hold,Risk Management Teams,Exposure monitoring,Ensure portfolio exposure remains within approved risk thresholds.
PF020,2026-08-23,US Equity,49,56,44,54,3.84,High,10,Neutral,Above Range,Sell 7%,Portfolio Managers,Risk-adjusted return improvement,Primary decision-makers responsible for investment allocation and performance.
PF045,2026-08-24,Cash,10,8,5,15,0.5,Very Low,2,Neutral,Within Range,Hold,Risk Management Teams,Drift detection,Ensure portfolio exposure remains within approved risk thresholds.
PF026,2026-08-25,US Equity,40,37,35,45,7.88,High,10,Bearish,Within Range,Hold,Retail Investors,Investment guidance,Potential future users seeking simplified investment decision support.
PF045,2026-08-26,US Equity,44,39,39,49,-3.3,High,10,Bullish,Within Range,Hold,Investment Analysts,Clean structured data,Support investment teams using data-driven insights and analytics.
PF007,2026-08-27,International Equity,13,5,8,18,-0.65,Medium,6,Neutral,Below Range,Buy 8%,Investment Analysts,Portfolio analytics,Support investment teams using data-driven insights and analytics.
PF032,2026-08-28,Commodities,5,7,0,10,1.93,Medium,5,Bullish,Within Range,Hold,Risk Management Teams,Compliance visibility,Ensure portfolio exposure remains within approved risk thresholds.
PF008,2026-08-29,Commodities,15,21,10,20,4.65,Medium,7,Bearish,Above Range,Sell 6%,Retail Investors,Portfolio insights,Potential future users seeking simplified investment decision support.
PF031,2026-08-30,US Equity,37,45,32,42,-2.08,High,10,Bullish,Above Range,Sell 8%,Investment Analysts,Clean structured data,Support investment teams using data-driven insights and analytics.
PF034,2026-08-31,International Equity,15,12,10,20,-0.14,Medium,7,Neutral,Within Range,Hold,Regulators,Compliance monitoring,"Ensure compliance, governance, and financial transparency."
PF006,2026-09-01,Cash,2,0,0,7,0.01,Very Low,2,Bullish,Within Range,Hold,Risk Management Teams,Drift detection,Ensure portfolio exposure remains within approved risk thresholds.
PF034,2026-09-02,Cash,8,9,3,13,0.36,Very Low,1,Bullish,Within Range,Hold,Investment Committees,Executive reporting,Approve investment strategies and oversee governance.
PF003,2026-09-03,Commodities,14,22,9,19,5.11,Medium,7,Neutral,Above Range,Sell 8%,Portfolio Managers,Allocation visibility,Primary decision-makers responsible for investment allocation and performance.
PF017,2026-09-04,Bonds,29,27,24,34,1.37,Low,3,Bearish,Within Range,Hold,Pension Funds,Governance transparency,Manage institutional capital and long-term beneficiary obligations.
PF046,2026-09-05,International Equity,11,16,6,16,6.28,Medium,5,Neutral,Within Range,Hold,Investment Committees,Strategic alignment,Approve investment strategies and oversee governance.
PF005,2026-09-06,Commodities,7,11,2,12,-3.74,Medium,6,Neutral,Within Range,Hold,Pension Funds,Controlled volatility,Manage institutional capital and long-term beneficiary obligations.
PF034,2026-09-07,Commodities,10,9,5,15,-1.26,Medium,5,Bullish,Within Range,Hold,Pension Funds,Lower drawdowns,Manage institutional capital and long-term beneficiary obligations.
PF048,2026-09-08,Commodities,13,14,8,18,1.52,Medium,5,Bearish,Within Range,Hold,Investment Analysts,Volatility analysis,Support investment teams using data-driven insights and analytics.
PF047,2026-09-09,Cash,4,0,0,9,0.69,Very Low,1,Neutral,Within Range,Hold,Investment Committees,Executive reporting,Approve investment strategies and oversee governance.
PF041,2026-09-10,Commodities,12,15,7,17,3.98,Medium,6,Neutral,Within Range,Hold,Risk Management Teams,Risk governance,Ensure portfolio exposure remains within approved risk thresholds.
PF036,2026-09-11,US Equity,44,38,39,49,-4.0,High,10,Bullish,Below Range,Buy 6%,Pension Funds,Governance transparency,Manage institutional capital and long-term beneficiary obligations.
PF045,2026-09-12,International Equity,18,25,13,23,0.97,Medium,5,Bullish,Above Range,Sell 7%,Portfolio Managers,Portfolio optimization,Primary decision-makers responsible for investment allocation and performance.
PF004,2026-09-13,Cash,10,3,5,15,0.61,Very Low,1,Bearish,Below Range,Buy 7%,Investment Analysts,Volatility analysis,Support investment teams using data-driven insights and analytics.
PF014,2026-09-14,International Equity,15,17,10,20,5.97,Medium,6,Bearish,Within Range,Hold,Investment Committees,Governance oversight,Approve investment strategies and oversee governance.
PF020,2026-09-15,US Equity,47,40,42,52,7.16,High,8,Neutral,Below Range,Buy 7%,Regulators,Policy adherence,"Ensure compliance, governance, and financial transparency."
PF008,2026-09-16,Commodities,10,13,5,15,-3.91,Medium,5,Neutral,Within Range,Hold,Investment Analysts,Clean structured data,Support investment teams using data-driven insights and analytics.
PF029,2026-09-17,International Equity,14,21,9,19,-0.26,Medium,6,Neutral,Above Range,Sell 7%,Investment Committees,Executive reporting,Approve investment strategies and oversee governance.
PF027,2026-09-18,International Equity,16,19,11,21,5.6,Medium,5,Bullish,Within Range,Hold,Investment Analysts,Clean structured data,Support investment teams using data-driven insights and analytics.
PF033,2026-09-19,Commodities,15,15,10,20,-2.81,Medium,7,Bullish,Within Range,Hold,Retail Investors,Investment guidance,Potential future users seeking simplified investment decision support.
PF028,2026-09-20,International Equity,10,6,5,15,-0.87,Medium,5,Bearish,Within Range,Hold,Financial Researchers,Backtesting datasets,Improve portfolio models and validate investment methodologies.
PF013,2026-09-21,International Equity,11,10,6,16,2.41,Medium,6,Bearish,Within Range,Hold,Risk Management Teams,Compliance visibility,Ensure portfolio exposure remains within approved risk thresholds.
PF002,2026-09-22,International Equity,19,15,14,24,-2.25,Medium,5,Bullish,Within Range,Hold,Investment Analysts,Clean structured data,Support investment teams using data-driven insights and analytics.
PF042,2026-09-23,Cash,6,14,1,11,0.31,Very Low,1,Bearish,Above Range,Sell 8%,Portfolio Managers,Portfolio optimization,Primary decision-makers responsible for investment allocation and performance.
PF043,2026-09-24,US Equity,44,47,39,49,4.25,High,8,Bullish,Within Range,Hold,Portfolio Managers,Rebalance recommendations,Primary decision-makers responsible for investment allocation and performance.
PF043,2026-09-25,Commodities,12,7,7,17,0.31,Medium,6,Bearish,Within Range,Hold,Pension Funds,Stable long-term returns,Manage institutional capital and long-term beneficiary obligations.
PF009,2026-09-26,US Equity,39,47,34,44,2.86,High,10,Bearish,Above Range,Sell 8%,Pension Funds,Stable long-term returns,Manage institutional capital and long-term beneficiary obligations.
PF049,2026-09-27,Cash,3,1,0,8,0.7,Very Low,1,Bearish,Within Range,Hold,Investment Committees,Investment transparency,Approve investment strategies and oversee governance.
PF005,2026-09-28,Bonds,21,21,16,26,2.57,Low,4,Neutral,Within Range,Hold,Pension Funds,Controlled volatility,Manage institutional capital and long-term beneficiary obligations.
PF029,2026-09-29,International Equity,19,15,14,24,-1.52,Medium,7,Bearish,Within Range,Hold,Pension Funds,Lower drawdowns,Manage institutional capital and long-term beneficiary obligations.
PF020,2026-09-30,Cash,4,2,0,9,0.18,Very Low,1,Bullish,Within Range,Hold,Regulators,Policy adherence,"Ensure compliance, governance, and financial transparency."
PF018,2026-10-01,Bonds,28,27,23,33,-0.82,Low,4,Bullish,Within Range,Hold,Investment Committees,Strategic alignment,Approve investment strategies and oversee governance.
PF027,2026-10-02,US Equity,42,45,37,47,3.22,High,10,Neutral,Within Range,Hold,Investment Committees,Strategic alignment,Approve investment strategies and oversee governance.
PF042,2026-10-03,Cash,0,3,0,5,0.22,Very Low,2,Neutral,Within Range,Hold,Pension Funds,Controlled volatility,Manage institutional capital and long-term beneficiary obligations.
PF010,2026-10-04,Commodities,8,6,3,13,1.82,Medium,6,Neutral,Within Range,Hold,Financial Researchers,Allocation experiments,Improve portfolio models and validate investment methodologies.
PF012,2026-10-05,International Equity,17,14,12,22,-2.73,Medium,7,Bullish,Within Range,Hold,Investment Committees,Strategic alignment,Approve investment strategies and oversee governance.
PF025,2026-10-06,International Equity,11,10,6,16,0.46,Medium,7,Bullish,Within Range,Hold,Portfolio Managers,Rebalance recommendations,Primary decision-makers responsible for investment allocation and performance.
PF007,2026-10-07,International Equity,20,16,15,25,-2.02,Medium,5,Neutral,Within Range,Hold,Portfolio Managers,Rebalance recommendations,Primary decision-makers responsible for investment allocation and performance.
PF041,2026-10-08,Cash,7,13,2,12,0.82,Very Low,2,Bullish,Above Range,Sell 6%,Portfolio Managers,Risk-adjusted return improvement,Primary decision-makers responsible for investment allocation and performance.
PF025,2026-10-09,Cash,8,9,3,13,0.1,Very Low,2,Bullish,Within Range,Hold,Risk Management Teams,Compliance visibility,Ensure portfolio exposure remains within approved risk thresholds.
PF008,2026-10-10,Bonds,29,24,24,34,0.97,Low,3,Bearish,Within Range,Hold,Pension Funds,Governance transparency,Manage institutional capital and long-term beneficiary obligations.
PF023,2026-10-11,Commodities,14,19,9,19,1.3,Medium,5,Neutral,Within Range,Hold,Investment Committees,Governance oversight,Approve investment strategies and oversee governance.
PF005,2026-10-12,US Equity,43,37,38,48,5.26,High,8,Bearish,Below Range,Buy 6%,Regulators,Risk reporting,"Ensure compliance, governance, and financial transparency."
PF039,2026-10-13,US Equity,48,44,43,53,-2.64,High,9,Bearish,Within Range,Hold,Regulators,Risk reporting,"Ensure compliance, governance, and financial transparency."
PF045,2026-10-14,Commodities,11,18,6,16,1.39,Medium,6,Neutral,Above Range,Sell 7%,Financial Researchers,Model-ready data,Improve portfolio models and validate investment methodologies.
PF030,2026-10-15,US Equity,42,45,37,47,2.26,High,9,Bearish,Within Range,Hold,Investment Analysts,Volatility analysis,Support investment teams using data-driven insights and analytics.
PF004,2026-10-16,Bonds,27,23,22,32,-0.53,Low,4,Neutral,Within Range,Hold,Financial Researchers,Allocation experiments,Improve portfolio models and validate investment methodologies.
PF049,2026-10-17,US Equity,37,33,32,42,-0.25,High,8,Neutral,Within Range,Hold,Financial Researchers,Model-ready data,Improve portfolio models and validate investment methodologies.
PF039,2026-10-18,Bonds,24,29,19,29,1.89,Low,3,Bullish,Within Range,Hold,Portfolio Managers,Rebalance recommendations,Primary decision-makers responsible for investment allocation and performance.
PF006,2026-10-19,Bonds,20,26,15,25,1.22,Low,4,Bearish,Above Range,Sell 6%,Investment Analysts,Volatility analysis,Support investment teams using data-driven insights and analytics.
PF025,2026-10-20,Cash,9,2,4,14,0.22,Very Low,1,Bearish,Below Range,Buy 7%,Retail Investors,Investment guidance,Potential future users seeking simplified investment decision support.
PF011,2026-10-21,Bonds,31,31,26,36,-0.57,Low,4,Bullish,Within Range,Hold,Risk Management Teams,Risk governance,Ensure portfolio exposure remains within approved risk thresholds.
PF003,2026-10-22,Cash,0,1,0,5,0.19,Very Low,1,Bullish,Within Range,Hold,Portfolio Managers,Portfolio optimization,Primary decision-makers responsible for investment allocation and performance.
PF022,2026-10-23,US Equity,45,46,40,50,7.46,High,10,Bearish,Within Range,Hold,Investment Analysts,Portfolio analytics,Support investment teams using data-driven insights and analytics.
PF041,2026-10-24,International Equity,19,26,14,24,2.04,Medium,5,Neutral,Above Range,Sell 7%,Regulators,Compliance monitoring,"Ensure compliance, governance, and financial transparency."
PF003,2026-10-25,US Equity,42,39,37,47,7.91,High,9,Bearish,Within Range,Hold,Retail Investors,Investment guidance,Potential future users seeking simplified investment decision support.
PF007,2026-10-26,International Equity,19,15,14,24,1.8,Medium,5,Bearish,Within Range,Hold,Pension Funds,Controlled volatility,Manage institutional capital and long-term beneficiary obligations.
PF031,2026-10-27,International Equity,12,12,7,17,1.92,Medium,5,Neutral,Within Range,Hold,Regulators,Policy adherence,"Ensure compliance, governance, and financial transparency."
PF024,2026-10-28,Commodities,6,0,1,11,-0.37,Medium,6,Neutral,Below Range,Buy 6%,Investment Analysts,Clean structured data,Support investment teams using data-driven insights and analytics.
